"RdRp_ID","taxonomy","bitscore","Contig","Class"
"T0-R-Dry-soil-C_NODE_11_length_3521_cov_3.280000_1","Qinviridae",144.5,"T0-R-Dry-soil-C_NODE_11_length_3521_cov_3.280000","Chunqiuviricetes"
"T0-R-Dry-soil-C_NODE_120_length_2236_cov_9.114088_1","Narnaviridae",47.4,"T0-R-Dry-soil-C_NODE_120_length_2236_cov_9.114088","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_1214_length_1201_cov_4.573451_1","Deltaflexiviridae",111.7,"T0-R-Dry-soil-C_NODE_1214_length_1201_cov_4.573451","Alsuviricetes"
"T0-R-Dry-soil-C_NODE_12436_length_631_cov_1.894643_1","Deltaflexiviridae",93.3,"T0-R-Dry-soil-C_NODE_12436_length_631_cov_1.894643","Alsuviricetes"
"T0-R-Dry-soil-C_NODE_12694_length_627_cov_6.510791_1","Picornaviridae",25.5,"T0-R-Dry-soil-C_NODE_12694_length_627_cov_6.510791","Pisoniviricetes"
"T0-R-Dry-soil-C_NODE_12_length_3494_cov_3.626059_1","Phenuiviridae",237.7,"T0-R-Dry-soil-C_NODE_12_length_3494_cov_3.626059","Ellioviricetes"
"T0-R-Dry-soil-C_NODE_1363_length_1165_cov_1.633455_1","Tombusviridae",277.5,"T0-R-Dry-soil-C_NODE_1363_length_1165_cov_1.633455","Tolucaviricetes"
"T0-R-Dry-soil-C_NODE_1412_length_1156_cov_5.839631_1","Narnaviridae",64.2,"T0-R-Dry-soil-C_NODE_1412_length_1156_cov_5.839631","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_1421_length_1154_cov_2.589104_1","Phenuiviridae",30,"T0-R-Dry-soil-C_NODE_1421_length_1154_cov_2.589104","Ellioviricetes"
"T0-R-Dry-soil-C_NODE_14813_length_601_cov_0.958491_1","Caliciviridae",18.5,"T0-R-Dry-soil-C_NODE_14813_length_601_cov_0.958491","Pisoniviricetes"
"T0-R-Dry-soil-C_NODE_150_length_2113_cov_3.642507_1","Narnaviridae",290.6,"T0-R-Dry-soil-C_NODE_150_length_2113_cov_3.642507","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_165_length_2081_cov_13.800498_1","Narnaviridae",47.2,"T0-R-Dry-soil-C_NODE_165_length_2081_cov_13.800498","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_1768_length_1084_cov_77.341560_1","Narnaviridae",49.6,"T0-R-Dry-soil-C_NODE_1768_length_1084_cov_77.341560","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_181_length_2043_cov_5.265720_1","Narnaviridae",242.3,"T0-R-Dry-soil-C_NODE_181_length_2043_cov_5.265720","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_1921_length_1059_cov_3.946356_1","Tombusviridae",261.1,"T0-R-Dry-soil-C_NODE_1921_length_1059_cov_3.946356","Tolucaviricetes"
"T0-R-Dry-soil-C_NODE_209_length_1965_cov_24.630412_1","Narnaviridae",64.8,"T0-R-Dry-soil-C_NODE_209_length_1965_cov_24.630412","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_2186_length_1023_cov_6.481092_1","Hypoviridae",139.7,"T0-R-Dry-soil-C_NODE_2186_length_1023_cov_6.481092","Duplopiviricetes"
"T0-R-Dry-soil-C_NODE_21_length_3198_cov_35.311161_1","Narnaviridae",277.8,"T0-R-Dry-soil-C_NODE_21_length_3198_cov_35.311161","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_2215_length_1020_cov_1.936776_2","Qinviridae",70.5,"T0-R-Dry-soil-C_NODE_2215_length_1020_cov_1.936776","Chunqiuviricetes"
"T0-R-Dry-soil-C_NODE_2218_length_1019_cov_25.008439_1","Narnaviridae",184.5,"T0-R-Dry-soil-C_NODE_2218_length_1019_cov_25.008439","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_2318_length_1007_cov_2.983974_1","Narnaviridae",37.3,"T0-R-Dry-soil-C_NODE_2318_length_1007_cov_2.983974","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_239_length_1907_cov_10.654139_1","Narnaviridae",260.8,"T0-R-Dry-soil-C_NODE_239_length_1907_cov_10.654139","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_2539_length_983_cov_3.426535_1","Closteroviridae",34,"T0-R-Dry-soil-C_NODE_2539_length_983_cov_3.426535","Alsuviricetes"
"T0-R-Dry-soil-C_NODE_2541_length_983_cov_3.221491_1","Partitiviridae",123.3,"T0-R-Dry-soil-C_NODE_2541_length_983_cov_3.221491","Duplopiviricetes"
"T0-R-Dry-soil-C_NODE_258_length_1874_cov_9.995008_1","Partitiviridae",90.9,"T0-R-Dry-soil-C_NODE_258_length_1874_cov_9.995008","Duplopiviricetes"
"T0-R-Dry-soil-C_NODE_264_length_1858_cov_4.299944_1","Narnaviridae",22.2,"T0-R-Dry-soil-C_NODE_264_length_1858_cov_4.299944","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_2677_length_969_cov_2.316258_1","Narnaviridae",27.3,"T0-R-Dry-soil-C_NODE_2677_length_969_cov_2.316258","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_269_length_1852_cov_2.778214_1","Phenuiviridae",38.7,"T0-R-Dry-soil-C_NODE_269_length_1852_cov_2.778214","Ellioviricetes"
"T0-R-Dry-soil-C_NODE_278_length_1828_cov_5.442800_1","Narnaviridae",21.6,"T0-R-Dry-soil-C_NODE_278_length_1828_cov_5.442800","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_279_length_1822_cov_2.066819_1","Narnaviridae",287.9,"T0-R-Dry-soil-C_NODE_279_length_1822_cov_2.066819","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_2897_length_947_cov_3.367580_1","Phenuiviridae",202,"T0-R-Dry-soil-C_NODE_2897_length_947_cov_3.367580","Ellioviricetes"
"T0-R-Dry-soil-C_NODE_2898_length_947_cov_3.268265_1","Narnaviridae",271,"T0-R-Dry-soil-C_NODE_2898_length_947_cov_3.268265","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_3147_length_927_cov_2.275701_2","Narnaviridae",209,"T0-R-Dry-soil-C_NODE_3147_length_927_cov_2.275701","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_3165_length_925_cov_3.353630_1","Narnaviridae",37.3,"T0-R-Dry-soil-C_NODE_3165_length_925_cov_3.353630","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_3172_length_924_cov_7.889801_1","Narnaviridae",68.7,"T0-R-Dry-soil-C_NODE_3172_length_924_cov_7.889801","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_323_length_1740_cov_8.072499_1","Qinviridae",103.3,"T0-R-Dry-soil-C_NODE_323_length_1740_cov_8.072499","Chunqiuviricetes"
"T0-R-Dry-soil-C_NODE_3615_length_889_cov_6.442543_1","Zhaovirus",23.1,"T0-R-Dry-soil-C_NODE_3615_length_889_cov_6.442543","Unassigned"
"T0-R-Dry-soil-C_NODE_3622_length_889_cov_2.677262_1","Narnaviridae",205.1,"T0-R-Dry-soil-C_NODE_3622_length_889_cov_2.677262","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_362_length_1679_cov_4.744403_1","Narnaviridae",36.4,"T0-R-Dry-soil-C_NODE_362_length_1679_cov_4.744403","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_3656_length_887_cov_2.710784_1","Partitiviridae",28.1,"T0-R-Dry-soil-C_NODE_3656_length_887_cov_2.710784","Duplopiviricetes"
"T0-R-Dry-soil-C_NODE_367_length_1673_cov_6.060549_1","Narnaviridae",20.4,"T0-R-Dry-soil-C_NODE_367_length_1673_cov_6.060549","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_368_length_1671_cov_2.621250_1","Tombusviridae",204.1,"T0-R-Dry-soil-C_NODE_368_length_1671_cov_2.621250","Tolucaviricetes"
"T0-R-Dry-soil-C_NODE_3725_length_883_cov_2.406404_1","Ophioviridae",149.6,"T0-R-Dry-soil-C_NODE_3725_length_883_cov_2.406404","Milneviricetes"
"T0-R-Dry-soil-C_NODE_388_length_1645_cov_8.092757_2","Narnaviridae",51.6,"T0-R-Dry-soil-C_NODE_388_length_1645_cov_8.092757","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_3993_length_865_cov_2.603275_1","Narnaviridae",87.9,"T0-R-Dry-soil-C_NODE_3993_length_865_cov_2.603275","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_4009_length_864_cov_7.340479_1","Hepeviridae",19.9,"T0-R-Dry-soil-C_NODE_4009_length_864_cov_7.340479","Alsuviricetes"
"T0-R-Dry-soil-C_NODE_41_length_2842_cov_31.643811_1","Narnaviridae",82.8,"T0-R-Dry-soil-C_NODE_41_length_2842_cov_31.643811","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_4209_length_854_cov_2.007663_1","Tombusviridae",169.2,"T0-R-Dry-soil-C_NODE_4209_length_854_cov_2.007663","Tolucaviricetes"
"T0-R-Dry-soil-C_NODE_4269_length_850_cov_2.277279_1","Narnaviridae",71.1,"T0-R-Dry-soil-C_NODE_4269_length_850_cov_2.277279","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_4326_length_847_cov_2.827320_1","Phenuiviridae",182.6,"T0-R-Dry-soil-C_NODE_4326_length_847_cov_2.827320","Ellioviricetes"
"T0-R-Dry-soil-C_NODE_453_length_1573_cov_13.699068_2","Tombusviridae",76.8,"T0-R-Dry-soil-C_NODE_453_length_1573_cov_13.699068","Tolucaviricetes"
"T0-R-Dry-soil-C_NODE_4561_length_836_cov_2.151634_1","Narnaviridae",63.5,"T0-R-Dry-soil-C_NODE_4561_length_836_cov_2.151634","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_4743_length_827_cov_3.052910_1","Narnaviridae",19.4,"T0-R-Dry-soil-C_NODE_4743_length_827_cov_3.052910","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_5070_length_811_cov_5.227027_1","Narnaviridae",206.1,"T0-R-Dry-soil-C_NODE_5070_length_811_cov_5.227027","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_50_length_2728_cov_3.570192_1","Narnaviridae",36.7,"T0-R-Dry-soil-C_NODE_50_length_2728_cov_3.570192","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_5227_length_803_cov_2.830601_1","Tombusviridae",151.1,"T0-R-Dry-soil-C_NODE_5227_length_803_cov_2.830601","Tolucaviricetes"
"T0-R-Dry-soil-C_NODE_525_length_1527_cov_17.166896_1","Narnaviridae",214.1,"T0-R-Dry-soil-C_NODE_525_length_1527_cov_17.166896","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_5278_length_801_cov_2.164384_1","Narnaviridae",145.9,"T0-R-Dry-soil-C_NODE_5278_length_801_cov_2.164384","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_5513_length_791_cov_2.711111_1","Narnaviridae",54.4,"T0-R-Dry-soil-C_NODE_5513_length_791_cov_2.711111","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_57_length_2644_cov_48.978624_2","Narnaviridae",66.8,"T0-R-Dry-soil-C_NODE_57_length_2644_cov_48.978624","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_587_length_1477_cov_5.877667_1","Narnaviridae",154.4,"T0-R-Dry-soil-C_NODE_587_length_1477_cov_5.877667","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_5918_length_777_cov_11.354108_1","Deltaflexiviridae",70.7,"T0-R-Dry-soil-C_NODE_5918_length_777_cov_11.354108","Alsuviricetes"
"T0-R-Dry-soil-C_NODE_591_length_1477_cov_1.530583_1","Narnaviridae",266.4,"T0-R-Dry-soil-C_NODE_591_length_1477_cov_1.530583","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_6241_length_766_cov_2.575540_1","Deltaflexiviridae",107.4,"T0-R-Dry-soil-C_NODE_6241_length_766_cov_2.575540","Alsuviricetes"
"T0-R-Dry-soil-C_NODE_6518_length_756_cov_1.404380_1","Phenuiviridae",157.2,"T0-R-Dry-soil-C_NODE_6518_length_756_cov_1.404380","Ellioviricetes"
"T0-R-Dry-soil-C_NODE_6680_length_750_cov_1.929308_1","Totiviridae",313,"T0-R-Dry-soil-C_NODE_6680_length_750_cov_1.929308","Chrymotiviricetes"
"T0-R-Dry-soil-C_NODE_67_length_2550_cov_3.570391_2","Narnaviridae",29.6,"T0-R-Dry-soil-C_NODE_67_length_2550_cov_3.570391","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_72_length_2502_cov_26.646647_1","Narnaviridae",110.9,"T0-R-Dry-soil-C_NODE_72_length_2502_cov_26.646647","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_761_length_1367_cov_3.036265_1","Narnaviridae",72.2,"T0-R-Dry-soil-C_NODE_761_length_1367_cov_3.036265","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_7777_length_718_cov_2.601236_1","Narnaviridae",23.1,"T0-R-Dry-soil-C_NODE_7777_length_718_cov_2.601236","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_8321_length_705_cov_3.684543_1","Partitiviridae",58,"T0-R-Dry-soil-C_NODE_8321_length_705_cov_3.684543","Duplopiviricetes"
"T0-R-Dry-soil-C_NODE_8498_length_701_cov_2.373016_1","Tombusviridae",190.4,"T0-R-Dry-soil-C_NODE_8498_length_701_cov_2.373016","Tolucaviricetes"
"T0-R-Dry-soil-C_NODE_8651_length_698_cov_2.087719_1","Narnaviridae",27.3,"T0-R-Dry-soil-C_NODE_8651_length_698_cov_2.087719","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_8950_length_692_cov_1.201288_1","Narnaviridae",62.1,"T0-R-Dry-soil-C_NODE_8950_length_692_cov_1.201288","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_9184_length_687_cov_1.693182_1","Qinviridae",96.2,"T0-R-Dry-soil-C_NODE_9184_length_687_cov_1.693182","Chunqiuviricetes"
"T0-R-Dry-soil-C_NODE_9215_length_686_cov_4.736585_1","Tombusviridae",161.3,"T0-R-Dry-soil-C_NODE_9215_length_686_cov_4.736585","Tolucaviricetes"
"T0-R-Dry-soil-C_NODE_961_length_1282_cov_4.146986_1","Narnaviridae",102.8,"T0-R-Dry-soil-C_NODE_961_length_1282_cov_4.146986","Amabiliviricetes"
"T1-R-H218O-A_NODE_10130_length_909_cov_3.167064_1","Narnaviridae",66,"T1-R-H218O-A_NODE_10130_length_909_cov_3.167064","Amabiliviricetes"
"T1-R-H218O-A_NODE_10780_length_895_cov_1.941748_1","Narnaviridae",259.4,"T1-R-H218O-A_NODE_10780_length_895_cov_1.941748","Amabiliviricetes"
"T1-R-H218O-A_NODE_11075_length_889_cov_1.475550_1","Narnaviridae",134.5,"T1-R-H218O-A_NODE_11075_length_889_cov_1.475550","Amabiliviricetes"
"T1-R-H218O-A_NODE_1203_length_1603_cov_2.745431_1","Deltaflexiviridae",51.8,"T1-R-H218O-A_NODE_1203_length_1603_cov_2.745431","Alsuviricetes"
"T1-R-H218O-A_NODE_1229_length_1594_cov_55.046619_1","Narnaviridae",294.3,"T1-R-H218O-A_NODE_1229_length_1594_cov_55.046619","Amabiliviricetes"
"T1-R-H218O-A_NODE_123_length_2633_cov_15.887198_1","Narnaviridae",295.3,"T1-R-H218O-A_NODE_123_length_2633_cov_15.887198","Amabiliviricetes"
"T1-R-H218O-A_NODE_13050_length_850_cov_2.441592_1","Narnaviridae",64.3,"T1-R-H218O-A_NODE_13050_length_850_cov_2.441592","Amabiliviricetes"
"T1-R-H218O-A_NODE_13401_length_844_cov_1.781371_1","Narnaviridae",186.6,"T1-R-H218O-A_NODE_13401_length_844_cov_1.781371","Amabiliviricetes"
"T1-R-H218O-A_NODE_13821_length_837_cov_2.231070_1","Narnaviridae",111.8,"T1-R-H218O-A_NODE_13821_length_837_cov_2.231070","Amabiliviricetes"
"T1-R-H218O-A_NODE_14020_length_833_cov_20.082677_1","Narnaviridae",227.6,"T1-R-H218O-A_NODE_14020_length_833_cov_20.082677","Amabiliviricetes"
"T1-R-H218O-A_NODE_1410_length_1540_cov_10.727025_1","Narnaviridae",79,"T1-R-H218O-A_NODE_1410_length_1540_cov_10.727025","Amabiliviricetes"
"T1-R-H218O-A_NODE_1499_length_1515_cov_2.765235_1","Narnaviridae",36.7,"T1-R-H218O-A_NODE_1499_length_1515_cov_2.765235","Amabiliviricetes"
"T1-R-H218O-A_NODE_15119_length_816_cov_2.680537_1","Narnaviridae",55,"T1-R-H218O-A_NODE_15119_length_816_cov_2.680537","Amabiliviricetes"
"T1-R-H218O-A_NODE_15338_length_813_cov_1.882749_1","Narnaviridae",124.1,"T1-R-H218O-A_NODE_15338_length_813_cov_1.882749","Amabiliviricetes"
"T1-R-H218O-A_NODE_15780_length_806_cov_4.561905_1","Narnaviridae",104.6,"T1-R-H218O-A_NODE_15780_length_806_cov_4.561905","Amabiliviricetes"
"T1-R-H218O-A_NODE_1598_length_1490_cov_3.169838_1","Narnaviridae",220.9,"T1-R-H218O-A_NODE_1598_length_1490_cov_3.169838","Amabiliviricetes"
"T1-R-H218O-A_NODE_16232_length_800_cov_4.732510_1","Narnaviridae",50.6,"T1-R-H218O-A_NODE_16232_length_800_cov_4.732510","Amabiliviricetes"
"T1-R-H218O-A_NODE_18379_length_774_cov_6.450925_1","Narnaviridae",110.6,"T1-R-H218O-A_NODE_18379_length_774_cov_6.450925","Amabiliviricetes"
"T1-R-H218O-A_NODE_19762_length_759_cov_1.859012_1","Narnaviridae",67.6,"T1-R-H218O-A_NODE_19762_length_759_cov_1.859012","Amabiliviricetes"
"T1-R-H218O-A_NODE_2032_length_1397_cov_7.910256_1","Tombusviridae",308.2,"T1-R-H218O-A_NODE_2032_length_1397_cov_7.910256","Tolucaviricetes"
"T1-R-H218O-A_NODE_21047_length_746_cov_1.945185_1","Narnaviridae",32,"T1-R-H218O-A_NODE_21047_length_746_cov_1.945185","Amabiliviricetes"
"T1-R-H218O-A_NODE_22547_length_732_cov_0.875946_1","Narnaviridae",29.2,"T1-R-H218O-A_NODE_22547_length_732_cov_0.875946","Amabiliviricetes"
"T1-R-H218O-A_NODE_24606_length_714_cov_5.525661_1","Narnaviridae",272.6,"T1-R-H218O-A_NODE_24606_length_714_cov_5.525661","Amabiliviricetes"
"T1-R-H218O-A_NODE_25_length_3805_cov_547.490359_1","Narnaviridae",258.1,"T1-R-H218O-A_NODE_25_length_3805_cov_547.490359","Amabiliviricetes"
"T1-R-H218O-A_NODE_26_length_3786_cov_19.216420_1","Narnaviridae",241.5,"T1-R-H218O-A_NODE_26_length_3786_cov_19.216420","Amabiliviricetes"
"T1-R-H218O-A_NODE_27230_length_695_cov_2.472756_1","Tombusviridae",176.9,"T1-R-H218O-A_NODE_27230_length_695_cov_2.472756","Tolucaviricetes"
"T1-R-H218O-A_NODE_31338_length_669_cov_6.473244_1","Narnaviridae",51.9,"T1-R-H218O-A_NODE_31338_length_669_cov_6.473244","Amabiliviricetes"
"T1-R-H218O-A_NODE_3226_length_1237_cov_3.349914_1","Narnaviridae",69.5,"T1-R-H218O-A_NODE_3226_length_1237_cov_3.349914","Amabiliviricetes"
"T1-R-H218O-A_NODE_32343_length_664_cov_1.166948_1","Narnaviridae",23.3,"T1-R-H218O-A_NODE_32343_length_664_cov_1.166948","Amabiliviricetes"
"T1-R-H218O-A_NODE_3294_length_1230_cov_3.818809_1","Partitiviridae",119,"T1-R-H218O-A_NODE_3294_length_1230_cov_3.818809","Duplopiviricetes"
"T1-R-H218O-A_NODE_3327_length_1227_cov_3.259516_1","Narnaviridae",38.4,"T1-R-H218O-A_NODE_3327_length_1227_cov_3.259516","Amabiliviricetes"
"T1-R-H218O-A_NODE_3507_length_1210_cov_2.433714_1","Narnaviridae",156.5,"T1-R-H218O-A_NODE_3507_length_1210_cov_2.433714","Amabiliviricetes"
"T1-R-H218O-A_NODE_3955_length_1171_cov_2.660909_1","Narnaviridae",24.7,"T1-R-H218O-A_NODE_3955_length_1171_cov_2.660909","Amabiliviricetes"
"T1-R-H218O-A_NODE_40366_length_625_cov_8.512635_1","Narnaviridae",240.5,"T1-R-H218O-A_NODE_40366_length_625_cov_8.512635","Amabiliviricetes"
"T1-R-H218O-A_NODE_4085_length_1161_cov_3.306422_1","Narnaviridae",74.8,"T1-R-H218O-A_NODE_4085_length_1161_cov_3.306422","Amabiliviricetes"
"T1-R-H218O-A_NODE_4219_length_1150_cov_2.735867_1","Narnaviridae",43.1,"T1-R-H218O-A_NODE_4219_length_1150_cov_2.735867","Amabiliviricetes"
"T1-R-H218O-A_NODE_426_length_2020_cov_5.683427_1","Narnaviridae",217.6,"T1-R-H218O-A_NODE_426_length_2020_cov_5.683427","Amabiliviricetes"
"T1-R-H218O-A_NODE_492_length_1955_cov_3.552548_3","Narnaviridae",27.1,"T1-R-H218O-A_NODE_492_length_1955_cov_3.552548","Amabiliviricetes"
"T1-R-H218O-A_NODE_4969_length_1100_cov_2.422741_1","Endornaviridae",40.8,"T1-R-H218O-A_NODE_4969_length_1100_cov_2.422741","Alsuviricetes"
"T1-R-H218O-A_NODE_5146_length_1090_cov_2.654563_1","Narnaviridae",274.3,"T1-R-H218O-A_NODE_5146_length_1090_cov_2.654563","Amabiliviricetes"
"T1-R-H218O-A_NODE_570_length_1891_cov_4.010440_1","Narnaviridae",155.8,"T1-R-H218O-A_NODE_570_length_1891_cov_4.010440","Amabiliviricetes"
"T1-R-H218O-A_NODE_575_length_1886_cov_4.153168_1","Partitiviridae",459,"T1-R-H218O-A_NODE_575_length_1886_cov_4.153168","Duplopiviricetes"
"T1-R-H218O-A_NODE_5767_length_1061_cov_2.395960_1","Narnaviridae",110.4,"T1-R-H218O-A_NODE_5767_length_1061_cov_2.395960","Amabiliviricetes"
"T1-R-H218O-A_NODE_58_length_3204_cov_6.482285_1","Narnaviridae",176.4,"T1-R-H218O-A_NODE_58_length_3204_cov_6.482285","Amabiliviricetes"
"T1-R-H218O-A_NODE_6212_length_1039_cov_1.810950_1","Narnaviridae",67.3,"T1-R-H218O-A_NODE_6212_length_1039_cov_1.810950","Amabiliviricetes"
"T1-R-H218O-A_NODE_6697_length_1016_cov_23.245503_1","Narnaviridae",66.1,"T1-R-H218O-A_NODE_6697_length_1016_cov_23.245503","Amabiliviricetes"
"T1-R-H218O-A_NODE_673_length_1824_cov_9.298916_1","Narnaviridae",268.9,"T1-R-H218O-A_NODE_673_length_1824_cov_9.298916","Amabiliviricetes"
"T1-R-H218O-A_NODE_699_length_1805_cov_2.874856_1","Narnaviridae",307.8,"T1-R-H218O-A_NODE_699_length_1805_cov_2.874856","Amabiliviricetes"
"T1-R-H218O-A_NODE_704_length_1801_cov_4.417341_1","Narnaviridae",312.1,"T1-R-H218O-A_NODE_704_length_1801_cov_4.417341","Amabiliviricetes"
"T1-R-H218O-A_NODE_7078_length_1001_cov_3.513978_1","Narnaviridae",38,"T1-R-H218O-A_NODE_7078_length_1001_cov_3.513978","Amabiliviricetes"
"T1-R-H218O-A_NODE_771_length_1761_cov_2.320118_1","Narnaviridae",99.6,"T1-R-H218O-A_NODE_771_length_1761_cov_2.320118","Amabiliviricetes"
"T1-R-H218O-A_NODE_878_length_1722_cov_6.778316_1","Narnaviridae",264.4,"T1-R-H218O-A_NODE_878_length_1722_cov_6.778316","Amabiliviricetes"
"T1-R-H218O-A_NODE_9135_length_934_cov_3.478563_1","Tombusviridae",41.3,"T1-R-H218O-A_NODE_9135_length_934_cov_3.478563","Tolucaviricetes"
"T1-R-H218O-A_NODE_9316_length_929_cov_5.966200_1","Closteroviridae",28.5,"T1-R-H218O-A_NODE_9316_length_929_cov_5.966200","Alsuviricetes"
"T1-R-H218O-A_NODE_9355_length_928_cov_7.014002_1","Partitiviridae",143.6,"T1-R-H218O-A_NODE_9355_length_928_cov_7.014002","Duplopiviricetes"
"T1-R-H218O-A_NODE_935_length_1701_cov_4.314724_1","Narnaviridae",70.5,"T1-R-H218O-A_NODE_935_length_1701_cov_4.314724","Amabiliviricetes"
"T1-R-H218O-A_NODE_9662_length_921_cov_3.240000_1","Narnaviridae",108.6,"T1-R-H218O-A_NODE_9662_length_921_cov_3.240000","Amabiliviricetes"
"T1-R-H218O-A_NODE_99_length_2804_cov_8.111233_2","Narnaviridae",25.1,"T1-R-H218O-A_NODE_99_length_2804_cov_8.111233","Amabiliviricetes"
"T1-R-H218O-B_NODE_101_length_2662_cov_8.382864_1","Narnaviridae",258.2,"T1-R-H218O-B_NODE_101_length_2662_cov_8.382864","Amabiliviricetes"
"T1-R-H218O-B_NODE_10505_length_824_cov_2.362550_1","Narnaviridae",53.4,"T1-R-H218O-B_NODE_10505_length_824_cov_2.362550","Amabiliviricetes"
"T1-R-H218O-B_NODE_1070_length_1546_cov_11.351864_2","Tombusviridae",147.3,"T1-R-H218O-B_NODE_1070_length_1546_cov_11.351864","Tolucaviricetes"
"T1-R-H218O-B_NODE_11524_length_803_cov_3.331967_1","Narnaviridae",55.4,"T1-R-H218O-B_NODE_11524_length_803_cov_3.331967","Amabiliviricetes"
"T1-R-H218O-B_NODE_1175_length_1508_cov_3.791928_1","Narnaviridae",111.6,"T1-R-H218O-B_NODE_1175_length_1508_cov_3.791928","Amabiliviricetes"
"T1-R-H218O-B_NODE_12368_length_788_cov_2.065551_1","Narnaviridae",28.8,"T1-R-H218O-B_NODE_12368_length_788_cov_2.065551","Amabiliviricetes"
"T1-R-H218O-B_NODE_1254_length_1481_cov_4.462411_1","Narnaviridae",267.2,"T1-R-H218O-B_NODE_1254_length_1481_cov_4.462411","Amabiliviricetes"
"T1-R-H218O-B_NODE_1311_length_1464_cov_2.298636_1","Narnaviridae",191.6,"T1-R-H218O-B_NODE_1311_length_1464_cov_2.298636","Amabiliviricetes"
"T1-R-H218O-B_NODE_1360_length_1450_cov_10.997099_1","Endornaviridae",49.5,"T1-R-H218O-B_NODE_1360_length_1450_cov_10.997099","Alsuviricetes"
"T1-R-H218O-B_NODE_13_length_4116_cov_33.796292_4","Narnaviridae",32.9,"T1-R-H218O-B_NODE_13_length_4116_cov_33.796292","Amabiliviricetes"
"T1-R-H218O-B_NODE_1402_length_1436_cov_3.032967_1","Tombusviridae",100.4,"T1-R-H218O-B_NODE_1402_length_1436_cov_3.032967","Tolucaviricetes"
"T1-R-H218O-B_NODE_1409_length_1433_cov_15.558003_1","Narnaviridae",65.8,"T1-R-H218O-B_NODE_1409_length_1433_cov_15.558003","Amabiliviricetes"
"T1-R-H218O-B_NODE_14254_length_757_cov_8.418367_1","Tombusviridae",203,"T1-R-H218O-B_NODE_14254_length_757_cov_8.418367","Tolucaviricetes"
"T1-R-H218O-B_NODE_1647_length_1371_cov_2.454615_1","Narnaviridae",191.1,"T1-R-H218O-B_NODE_1647_length_1371_cov_2.454615","Amabiliviricetes"
"T1-R-H218O-B_NODE_17892_length_713_cov_2.677570_1","Narnaviridae",133.6,"T1-R-H218O-B_NODE_17892_length_713_cov_2.677570","Amabiliviricetes"
"T1-R-H218O-B_NODE_196_length_2262_cov_5.925148_1","Narnaviridae",48.8,"T1-R-H218O-B_NODE_196_length_2262_cov_5.925148","Amabiliviricetes"
"T1-R-H218O-B_NODE_1991_length_1305_cov_4.290924_1","Narnaviridae",20.4,"T1-R-H218O-B_NODE_1991_length_1305_cov_4.290924","Amabiliviricetes"
"T1-R-H218O-B_NODE_1_length_8011_cov_27.664484_1","Alphaflexiviridae",114.8,"T1-R-H218O-B_NODE_1_length_8011_cov_27.664484","Alsuviricetes"
"T1-R-H218O-B_NODE_20533_length_687_cov_1.670455_1","Partitiviridae",120.7,"T1-R-H218O-B_NODE_20533_length_687_cov_1.670455","Duplopiviricetes"
